"Assets > Saraswat Bank - S.B. A/c 152200100300217 ( 101001 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
EE-2025-0000246,407001,Security Charges,Deepak Security Service,02-12-2025,Being bill paid for Nov 2025,206769,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,29700,
EE-2025-0000248,401001,Salary Expenses,Shantaram Katkar,02-12-2025,Being bill paid for Nov 2025,206770,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,2000,
EE-2025-0000250,401001,Salary Expenses,Chitra Parmar,02-12-2025,Being bill paid for Nov 2025,206771,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,4000,
EE-2025-0000252,401001,Salary Expenses,Gardner,02-12-2025,Being bill paid for Nov 2025,206772,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1000,
EE-2025-0000342,403001,Electricity Charges,TATA Power,08-12-2025,Being elec bill paid Nov 2025,NA,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1314,
EE-2025-0000343,403001,Electricity Charges,TATA Power,08-12-2025,Being elec bill paid Nov 2025,NA,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,12216,
ME-2025-0002403,305007,Legal Charges, 504,09-12-2025,NEFT recd agst legal fees,IN12534313156551,ICICI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,2000.00,,
EE-2025-0000257,404001,Water Expenses,BMC,09-12-2025,Being water bil paid for the period 09.05.2025  to 08.08.2025 to 08.08.2025 to 07.11.2025,206773,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,12550,
EE-2025-0000260,404001,Water Expenses,BMC,09-12-2025,Being water bil paid for the period 08.08.2025 to 07.11.2025 to 09.05.2025 to 08.08.2025,206774,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,19445,
EE-2025-0000262,404001,Water Expenses,BMC,09-12-2025,Being Property Tax 01-10-2025 to 31-03-2026,206775,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,275164,
ME-2025-0003117,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 501,11-12-2025,NEFT recd agst bill by Charmaine Estrelit,53451658848,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3684.00,,
BE-2025-0000015,0,Bank Transfer,,12-12-2025,sweep in TD1001928473,TD1001928473,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,50000.00,,
BE-2025-0000016,0,Bank Transfer,,12-12-2025,Sweep in TD1001883779,TD1001883779,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,50000.00,,
BE-2025-0000018,0,Bank Transfer,,12-12-2025,Sweep in TD 1001848117,TD1001848117,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,50000.00,,
BE-2025-0000019,0,Bank Transfer,,12-12-2025,Sweep in TD1001875923,TD1001875923,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,50000.00,,
ME-2025-0002416,301012 301003 301011 301016 303001 304001 301004,Late Payment Interest Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 402,13-12-2025,NEFT recd agst bill no.277 dt.01.12.25,HDFCH00674035804,HDFC BANK, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3437.00,,
ME-2025-0002417,301009 301002 301003 301011 301016 303001 304001 301004,2Wheeler Parking Charges  4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 602,16-12-2025,NEFT recd agst bill no.285 dt.01.12.25,SCBLH35000689301,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3784.00,,
ME-2025-0002418,301009 301003 301011 301016 303001 304001,2Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund, S1/2/3,18-12-2025,NEFT recd agst bill no.263 dt.01.12.25,BARBR25352430031,BANK OF BARODA, Saraswat Bank - S.B. A/c 152200100300217 ,101001,21819.00,,
ME-2025-0002419,301010,Additional Space Charges, S1/2/3A,18-12-2025,NEFT recd agst bill no.261 dt.01.12.25,BARBR25352447112,BANK OF BARODA, Saraswat Bank - S.B. A/c 152200100300217 ,101001,12922.00,,
ME-2025-0002420,301003 301011 301016 303001 304001,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund, G2,18-12-2025,NEFT recd agst bill no.262 dt.01.12.25,BARBR25352437475,BANK OF BARODA, Saraswat Bank - S.B. A/c 152200100300217 ,101001,11112.00,,
ME-2025-0002404,301002 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 302,19-12-2025,IMPS recd agst bill 0273 & 0284 dt.01.12.25,535311279117,Saraswat Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3630.00,,
ME-2025-0002405,301002 301010 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Additional Space Charges Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 601,19-12-2025,IMPS recd agst bill 0273 & 0284 dt.01.12.25,535311279117,Saraswat Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,4745.00,,
BE-2025-0000035,0,Bank Transfer,,19-12-2025,BEING CASH WITHDRAWAL,206776,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,2500,
ME-2025-0002415,301009 301003 301011 301016 303001 304001 301004 301007,2Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges Non Occupancy Charges, 403,20-12-2025,NEFT recd agst bill no.278 dt.01.12.25,HDFCH00685088775,HDFC BANK, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3780.00,,
ME-2025-0002421,301009 301003 301011 301016 304001 301004,2Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Sinking Fund Water Charges, G001,20-12-2025,NEFT recd agst bill no.288 dt.01.12.25,115900262288,BANK OF BARODA, Saraswat Bank - S.B. A/c 152200100300217 ,101001,2378.00,,
ME-2025-0002424,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 303,20-12-2025,NEFT recd agst bill no.274 dt.01.12.25,DCBLH05864022,DCB BANK, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3430.00,,
ME-2025-0002425,301003 301011 301016 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Sinking Fund Water Charges, G-II,20-12-2025,NEFT recd agst bill no.287 dt.01.12.25,DCBLH06867432,DCB BANK, Saraswat Bank - S.B. A/c 152200100300217 ,101001,2240.00,,
ME-2025-0002426,301012 301002 301003 301011 301016 303001 304001 301004 301044 301021,Late Payment Interest Late Payment Interest Late Payment Interest Late Payment Interest Late Payment Interest Late Payment Interest Late Payment Interest 4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges 4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges 4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges 4Wheeler Parking Charges  Arrears Property Tax Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges 4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges 4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges 4Wheeler Parking Charges  Cheque Return Charges Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 301,20-12-2025,UPI recd agst bill no.272 dt.01.12.25,535462609140,SBI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,27968.00,,
ME-2025-0002406,301011 304001 301004 301003 303001 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges, 501,21-12-2025,NEFT recd agst bill   0280  dt 01.12.2025,CBINN62025122106841411,Central Bank Of India , Saraswat Bank - S.B. A/c 152200100300217 ,101001,3545.00,,
EE-2025-0000264,408010,Professional Fees,Irene Rosario,22-12-2025,Being submission of 6 manadatory return of  F.Y 24-25Being submission of 6 manadatory return of  F.Y 24-25,206777,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1500,
ME-2025-0002407,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 401,23-12-2025,.NEFT recd agst bill no.276 279 dt.01.12.25,IN12535715030423,ICICI Bank , Saraswat Bank - S.B. A/c 152200100300217 ,101001,3489.00,,
ME-2025-0002408,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 404,23-12-2025,.NEFT recd agst bill no.276 279 dt.01.12.25,IN12535715030423,ICICI Bank , Saraswat Bank - S.B. A/c 152200100300217 ,101001,3489.00,,
ME-2025-0002409,301011 304001 301002 301004 301003 303001 301016,Education & Training Fund Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges Property Tax Maintenance Charges, 603,24-12-2025,.NEFT recd agst bill no. 286 dt.01.12.25,HDFCH00693319831,HDFC Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3684.00,,
ME-2025-0002427,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 204,24-12-2025,IMPS recd agst bill no.271 dt.01.12.25,535821347779,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3489.00,,
ME-2025-0002410,301011 304001 301002 301004 301003 301009 301010 303001 301016,Education & Training Fund Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges 2Wheeler Parking Charges  Additional Space Charges Property Tax Maintenance Charges, 102,25-12-2025,Ch. recd dt 24.09.25 agst bill no.265 dt 01.12.25,697625,SBI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,4980.00,,
ME-2025-0002411,301011 304001 301004 301003 303001 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges, 304,25-12-2025,Ch. recd dt. 25.12.25 agst bill no.275 dt 01.12.25,098811,PNB Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3489.00,,
ME-2025-0002412,301011 304001 301002 301004 301003 301010 303001 301016,Education & Training Fund Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges Additional Space Charges Property Tax Maintenance Charges, 101,25-12-2025,Ch. dt. 25.12.2025 recd agst bill no.264 dt 01.12.2025,000153,HDFC Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,4689.00,,
ME-2025-0002413,301011 304001 301004 301003 303001 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges, 504,25-12-2025,Ch. dt. 20.12.2025 recd agst bill no.283 dt 01.12.2025,000059,Bank Of Baroda, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3545.00,,
ME-2025-0002432,301012 301002 301003 301011 301016 303001 304001 301004,Late Payment Interest Late Payment Interest 4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges 4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 104,26-12-2025,UPI recd agst bill,11623582832,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,7448.00,,
EE-2025-0000266,408010,Professional Fees,Unassigned,02-01-2026,Being amount paid towards I.T Return 20225-26,206778,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,3000,
EE-2025-0000268,401001,Salary Expenses,Shantaram Katkar,05-01-2026,Being salary paid Dec 2025,206779,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,2000,
EE-2025-0000270,407001,Security Charges,Deepak Security Service,05-01-2026,Being bill paid for Dec 2025,206780,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,27150,
EE-2025-0000272,401001,Salary Expenses,Chitra Parmar,05-01-2026,Being bill paid for Dec 2025,206781,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,4000,
EE-2025-0000276,401001,Salary Expenses,Gardner,05-01-2026,Being bill paid for Dec 2025,206782,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1000,
EE-2025-0000278,410001,Festival Expenses,Unassigned,05-01-2026,Being amount paid towards charges of chrisms lighting,206783,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,9000,
BE-2025-0000036,0,Bank Transfer,,08-01-2026,Being cash withdrawn for 26 th jan program,206784,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,12000,
EE-2025-0000346,403001,Electricity Charges,TATA Power,08-01-2026,Being elec bill paid Dec 2025,NA,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,12455,
EE-2025-0000347,403001,Electricity Charges,TATA Power,08-01-2026,Being elec bill paid Dec 2025,NA,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1438,
ME-2025-0002635,301002 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 503,10-01-2026,IMPS recd agst bill 0314 dt 01.01.26,601018883288,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3984.00,,
ME-2025-0002636,301009 301002 301003 301011 301016 303001 304001 301004,2Wheeler Parking Charges  4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 602,14-01-2026,NEFT recd agst bill 0317 dt 01.01.26,SCBLH01400648515,Standard Chartered Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,4084.00,,
ME-2025-0002637,301009 301003 301011 301016 303001 304001,2Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund, S1/2/3,18-01-2026,NEFT recd agst bill 0295 dt 01.01.26,BARBQ26018287470,Bank Of Baroda, Saraswat Bank - S.B. A/c 152200100300217 ,101001,22719.00,,
ME-2025-0002638,301010,Additional Space Charges, S1/2/3A,18-01-2026,NEFT reccd agst bill 0293 dt 01.01.26,BARBQ26018287496,Bank Of Baroda, Saraswat Bank - S.B. A/c 152200100300217 ,101001,12922.00,,
ME-2025-0002639,301003 301011 301016 303001 304001,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund, G2,18-01-2026,NEFT recd agst bill 0294 dt 01.01.26,BARBQ26018287525,Bank Of Baroda, Saraswat Bank - S.B. A/c 152200100300217 ,101001,12012.00,,
ME-2025-0002633,301009 301002 301003 301011 301016 303001 304001 301004 206001,2Wheeler Parking Charges  4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges Advance Members Advance Members, 202,20-01-2026,NEFT recd as advance,HDFCH00741933923,HDFC Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,13590.00,,
ME-2025-0002640,301003 301011 301016 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Sinking Fund Water Charges, G-II,20-01-2026,NEFT recd agst bill 0319 dt 01.01.26,DCBLH00615007,DCB Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,2540.00,,
ME-2025-0002642,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 303,20-01-2026,NEFT recd agst bill 0306 dt 01.01.26,DCBLH00615205,DCB Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3730.00,,
ME-2025-0002641,301009 301003 301011 301016 303001 304001 301004 301007,2Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges Non Occupancy Charges, 403,21-01-2026,NEFT recd agst bill 0310 dt 01.01.26,HDFCH00751161288,HDFC Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,4110.00,,
ME-2025-0002643,301009 301042 301003 301011 301016 304001 301004,2Wheeler Parking Charges  Arrears for Parking Common Electricity Charges Education & Training Fund Maintenance Charges Sinking Fund Water Charges, G001,21-01-2026,UPI recd agst bill 0320 dt 01.01.26,117505958033,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3178.00,,
ME-2025-0002625,301011 304001 301002 301004 301003 303001 301016,Education & Training Fund Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges Property Tax Maintenance Charges, 603,22-01-2026,.NEFT recd agst bill no. 318 dt.01.01.26,NA,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3984.00,,
ME-2025-0002626,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 501,23-01-2026,NEFT recd agst bill 0312 dt 01.01.26,CBINN62026012341819511,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3845.00,,
ME-2025-0002627,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 401,25-01-2026,NEFT recd agst bill 0308 dt 01.01.26,SCBLH02500523487,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3789.00,,
ME-2025-0002628,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 404,25-01-2026,NEFT recd agst bill 0311 dt 01.01.26,SCBLH02500523487,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3789.00,,
ME-2025-0002629,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 304,25-01-2026,Ch.dt.25.01.26 recd agst bill no.307 dt.01.01.26,098814,PNB BANK, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3789.00,,
ME-2025-0002630,301002 301042 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Arrears for Parking Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 504,25-01-2026,Ch.dt.25.01.26 recd agst bill no.315 dt.01.01.26,000065,bank of baroda, Saraswat Bank - S.B. A/c 152200100300217 ,101001,4245.00,,
ME-2025-0002631,301009 301002 301010 301003 301011 301016 303001 304001 301004,2Wheeler Parking Charges  4Wheeler Parking Charges  Additional Space Charges Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 102,25-01-2026,Ch.dt.19.01.26 recd agst bill no.297 dt.01.01.26,697626,SBI BANK, Saraswat Bank - S.B. A/c 152200100300217 ,101001,5280.00,,
ME-2025-0002632,301002 301010 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Additional Space Charges Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 101,25-01-2026,Ch.dt.25.01.26 recd agst bill no.296 dt.01.01.26,000154,HDFC BANK, Saraswat Bank - S.B. A/c 152200100300217 ,101001,4989.00,,
EE-2025-0000280,410001,Festival Expenses,Unassigned,27-01-2026,Being bill paid for purchase of food pakcages to all society flats,206787,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,28875,
ME-2025-0002634,301011 304001 301004 301003 303001 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges, 204,29-01-2026,.NEFT recd agst bill no. 303 dt.01.01.26,602909330199,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3789.00,,
EE-2025-0000282,406013,Building Repair and Maintenance,Wise Construction ,29-01-2026,Being bill paid for plumbing work,206788,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,2000,
ME-2025-0002644,301002 301003 301011 301020 301016 303001 304001 301004,4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Guest Parking Maintenance Charges Property Tax Sinking Fund Water Charges, 302,31-01-2026,IMPS recd agst bill no.305 & 316 dt.01.01.26,603112652882,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,4430.00,,
ME-2025-0002645,301002 301010 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Additional Space Charges Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 601,31-01-2026,IMPS recd agst bill no.305 & 316 dt.01.01.26,603112652882,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,5045.00,,
BE-2025-0000021,0,Bank Transfer,,04-02-2026,Being cash withdrawn,206795,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1500,
EE-2025-0000289,401001,Salary Expenses,Shantaram Katkar,05-02-2026,Being bill paid for Jan 2026,206792,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,2500,
EE-2025-0000293,401001,Salary Expenses,Gardner,05-02-2026,Being salary paid for Jan 2026,206794,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1250,
ME-2025-0002876,301012 301003 301011 301016 303001 304001 301004 301007 301002 305005 206001,Late Payment Interest Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges Non Occupancy Charges 4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Shifting Charges - Move In And Move Out Sinking Fund Water Charges Advance Members Advance Members, 502,06-02-2026,UPI recd agst bill 349 dt. 01.02.26,NA,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,10000.00,,
ME-2025-0002877,206001,Advance Members, 502,06-02-2026,UPI recd as advance,NA,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,5000.00,,
EE-2025-0000287,407001,Security Charges,Deepak Security Service,06-02-2026,Being bill paid for Jan 2026,206791,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,32670,
EE-2025-0000295,406005,Repair & Maintenance Plumbing,BOMBAY SEEDS,06-02-2026,Being bill paid for plumbing material purchase,206796,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1580,
EE-2025-0000291,401001,Salary Expenses,Chitra Parmar,07-02-2026,Being salary paid for Jan 2026,206793,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,5000,
EE-2025-0000284,406009,Intercom Expenses,Vij Technologies,09-02-2026,Being bill paid for bio matric AMC,206789,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,11000,
EE-2025-0000350,403001,Electricity Charges,TATA Power,09-02-2026,Being elec bill paid Jan 2026,NA,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1522,
EE-2025-0000351,403001,Electricity Charges,TATA Power,09-02-2026,Being elec bill paid Jan 2026,NA,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,13143,
ME-2025-0003116,301002 301003 301011 301016 303001 304001 301004 206001,4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges Advance Members Advance Members, 503,11-02-2026,NEFT recd agst bill 342 dt. 01.02.26,NA,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,4000.00,,
ME-2025-0002888,301011 301009 304001 301002 301004 301003 303001 301016,Education & Training Fund 2Wheeler Parking Charges  Sinking Fund 4Wheeler Parking Charges  Water Charges Common Electricity Charges Property Tax Maintenance Charges, 602,13-02-2026,IMPS recd agst bill 345 dt. 01.02.26,604415048365,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,4084.00,,
ME-2025-0002889,301011 301012 304001 301004 301003 303001 301016,Education & Training Fund Late Payment Interest Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges, 402,14-02-2026,NEFT recd agst bill 337 dt. 01.02.26,HDFCH0080679589,HDFC bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,7473.00,,
ME-2025-0002890,301011 304001 301004 301003 301009 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges 2Wheeler Parking Charges  Maintenance Charges, G001,16-02-2026,UPI recd agst bill 348 dt. 01.02.26,60477238173,Bank of Baroda, Saraswat Bank - S.B. A/c 152200100300217 ,101001,2928.00,,
EE-2025-0000285,408010,Professional Fees,Irene Rosario,17-02-2026,Being bill paid for accounting charges jan to march 2026,206790,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,4633,
EE-2025-0000296,408010,Professional Fees,Irene Rosario,17-02-2026,Being bill paid for TDS return filling,206798,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,1000,
ME-2025-0002893,301010,Additional Space Charges, S1/2/3A,19-02-2026,NEFT recd agst bill 321 dt. 01.02.26,BARB26050401766,Bank of Baroda, Saraswat Bank - S.B. A/c 152200100300217 ,101001,12922.00,,
ME-2025-0002894,301011 304001 301009 301003 301016 303001,Education & Training Fund Sinking Fund 2Wheeler Parking Charges  Common Electricity Charges Maintenance Charges Property Tax, S1/2/3,19-02-2026,NEFT recd agst bill 323 dt. 01.02.26,BARBS26050412836,Bank of Baroda, Saraswat Bank - S.B. A/c 152200100300217 ,101001,22719.00,,
ME-2025-0002895,301011 304001 301003 303001 301016,Education & Training Fund Sinking Fund Common Electricity Charges Property Tax Maintenance Charges, G2,19-02-2026,NEFT recd agst bill 322 dt. 01.02.26,BARBS26050412108,Bank of Baroda, Saraswat Bank - S.B. A/c 152200100300217 ,101001,12012.00,,
ME-2025-0002896,301011 304001 301004 301003 303001 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges, 303,21-02-2026,NEFT recd agst bill 334 dt. 01.02.26,DCBLH07533019,DCB Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3730.00,,
ME-2025-0002897,301011 304001 301004 301003 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Maintenance Charges, G-II,21-02-2026,NEFT recd agst bill 347 dt. 01.02.26,DCBLH0534973,DCB Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,2540.00,,
ME-2025-0002898,301011 304001 301009 301004 301007 301003 303001 301016,Education & Training Fund Sinking Fund 2Wheeler Parking Charges  Water Charges Non Occupancy Charges Common Electricity Charges Property Tax Maintenance Charges, 403,22-02-2026,NEFT recd agst bill 338 dt. 01.02.26,HDFCH00821622887,HDFC Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,4110.00,,
ME-2025-0002878,301011 304001 301004 301003 303001 301016,Education & Training Fund Sinking Fund Water Charges Common Electricity Charges Property Tax Maintenance Charges, 501,23-02-2026,NEFT recd agst bill 0340 dt 01.02.26,CBINN62026022350211611,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3845.00,,
EE-2025-0000298,406013,Building Repair and Maintenance,Wise Construction ,23-02-2026,Being bill paid for removeing pipe,206799,, Saraswat Bank - S.B. A/c 152200100300217 ,101001,,8000,
ME-2025-0002879,301002 301003 301011 301016 303001 304001 301004,4Wheeler Parking Charges  Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 603,24-02-2026,NEFT recd agst bill no.346 dt.01.02.26,NA,N.A., Saraswat Bank - S.B. A/c 152200100300217 ,101001,3984.00,,
ME-2025-0002880,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 401,25-02-2026,NEFT recd agst bill dt 01.02.26,IN12605625002282,ICICI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3789.00,,
ME-2025-0002881,301003 301011 301016 303001 304001 301004,Common Electricity Charges Education & Training Fund Maintenance Charges Property Tax Sinking Fund Water Charges, 404,25-02-2026,NEFT recd agst bill dt 01.02.26,IN12605625002282,ICICI Bank, Saraswat Bank - S.B. A/c 152200100300217 ,101001,3789.00,,
